description,country,variety
A fading wine with a brown-gold color and oxidized aromas mixed with leftover barrel resin and lacquer. The palate is resiny and thick feeling with Sherried flavors of old wood butterscotch buttered apple and peach. More resin and pepper flavors work the finish.,Chile,Chardonnay
Oak and resin aromas are overpowering and dominant. The wine is big and woody in the mouth so much so that it almost collapses upon itself leaving resiny flavors of melon and underdeveloped citrus. Flat on the finish.,Chile,Chardonnay
Pickle rubberband and briary berry aromas give way to a full but choppy palate with stewy herbal berry flavors. Oak rises up on the finish in the form of burnt toast and mint. Standard but herbal; average for inexpensive Chilean Merlot.,Chile,Merlot
All signs point in one direction: the top of the heap. This is one great Chilean red blend! With Syrah Carmenère Cabernet Sauvignon and Merlot in the mix Gê sets a new benchmark for multigrape blends from Chile. This wine is loaded with berry cassis and black plum flavors but it's textured balanced and alluring. There's a bit of creaminess on the finish to offset any tannic bite that's still holding on but as a whole it's delicious generous and ready to go. Best now through 2011.,Chile,Red Blend
Piercing heavily oaked and smelling a bit of turpentine this is grabby and tannic on the palate with resiny oaky flavors of raspberry and plum. It finishes hot and thick in feel as well as minty in flavor.,Chile,Pinot Noir
Earthy dense smoky and charred this Pinot is showing clear signs of coming from a warm year. Tomatoey acidity and a leathery quality drive the palate while flavors of stewed briny raspberry and plum are leathery and finish savory and slightly salty.,Chile,Pinot Noir
Of the six Syrahs that make up Lapostolle's Collection series this is the most distinct but also the most unusual and proprietary. Soupy stewy earthy aromas of tomatoey plum and spice are pure Elqui. The palate is high in acidity and shrill while the flavor profile is tangy herbal and zesty. Drink through 2017.,Chile,Syrah
This is a Shiraz-led blend of five grapes that's concentrated smoky and spicy on the nose. The palate is ripe and bolstered by racy tartaric acidity while flavors of spiced berry and coconutty oak finish bold but shallow.,Chile,Red Blend
Arguably the best Seña to date. This blend of Cabernet Merlot Carmenère Cab Franc and Petit Verdot opens with a mix of perfume spice and prickle along with raspberry. The palate is flush and flashy with a complex blend of strawberry raspberry vanilla cinnamon and tobacco flavors. Smooth as a glass table and slightly creamy. Excellent Chilean wine to drink now through 2010.,Chile,Bordeaux-style Red Blend
Morandé likes to dabble in Malbec and we haven't been big fans in the past. This wine is much better; it is still a bit saucy on the nose and there's a touch of that herbal essence that gets into so many Chilean reds. But overall it has fast-hitting black fruit soy spice and mocha notes that serve it well.,Chile,Malbec
Chocolate a hint of mint spice and black fruit make this a true-smelling Syrah. The flavors run a little bit red i.e. raspberry and red plum and the finish offers a smack of oak along with dried fruit flavors. More of an acid-based lively style.,Chile,Syrah
If you like the Australian Rieslings which often push petrol mineral and shy fruit than this is for you. It hails from cool and southerly Bío Bío and it's an honest Riesling with lemony freshness and grapefruit on the palate followed by a juicy finish. A potential by-the-glass favorite.,Chile,Riesling
A full and solid wine with some leather and robust oak on the nose backed by racier cherry and plum flavors. The mnouthfeel and balance are both good and overall the wine is packed to its core with berry boldness and choppy serious tannins.,Chile,Cabernet Sauvignon
Black in color with sweet full-force aromas of cola and black fruits. There's staunch acidity on the palate something that will barely be noticed if drunk with food. Meanwhile the flavors are flashy but smooth with a play toward coffee blackberry chocolate and herbs. Dense and deep; very nice Merlot.,Chile,Merlot
One of Chile's ripest most full-bodied Syrahs needs more time to fully strut its stuff. Aromas of graphite and coconut are prominent on a lush boldly fruited bouquet. A highly concentrated palate allows for deep digging while flavors of blackberry black plum and raw oak turn savory and spicy as this breathes. An inky powerful finish is appropriate. Drink through 2022.,Chile,Syrah
Gritty aromas of berry fruits wild herbs and leather are hardly shy. This has a lot of energy and acidity across the palate while flavors of blackberry plum and coffee finish ripe baked and rich with a slight raisiny note. Enjoy with grilled beef or lamb.,Chile,Syrah
For whatever reason this wine consistently fails to impress. Once again it's vegetal and pickled with forced flavors of candy and too much residual sugar. Forget it if you only drink dry rosé.,Chile,Cabernet Sauvignon
Bright in color but that's where the excitement ends. The nose has plum cherry and nail polish aromas while the palate is sour sheer overly acidic and tartaric to the max. Way too sour and sharp.,Chile,Cabernet Sauvignon
Something's definitely not clicking with this wine. It has sweet heavy beet and horseradish aromas and there's a burnt harshness to the whole package. The palate shows a hard scour as well with sour strange underdeveloped flavors. Just a tough heavy wine with little charm.,Chile,Cabernet Sauvignon-Merlot
A full-force racy blend led by Merlot. It's ripe staunch mildly herbal and shows aromas of leather savory berry and molasses. The palate is saturated acid-driven and clacky so it's lively stuff with medicinal ripe berry and spice flavors. Finishes snappy and crisp with pronounced acidity and tannins.,Chile,Red Blend
Only 300 cases of this blend were made and it's a jammy wine with plenty of wood leather and blackberry notes on the nose. It feels thick and borderline syrupy with tastes of baked black fruits prunes and molasses. Toasty and black in flavor on the finish with chocolaty-oak notes. Drink now.,Chile,Red Blend
Like many Chilean Pinots this starts out funky as a three-legged llama. The bouquet pumps bramble dusty country road and roasted berry fruit. But with time it settles and unfolds and in the end there's sweet herbal fruit flavors along with spice and vanilla. Voilà! It's honest PN from Chile.,Chile,Pinot Noir
Veramonte is one of the early proponents of Casablanca and this wine sings a pretty tune. The bouquet offers apple melon pear and a kiss of solid oak while the palate shows vanilla along with soft pear and apple flavors. Balanced and a touch sweet but not too oaky or resiny. Imported by Huneeus Vintners LLC.,Chile,Chardonnay
Pungent and green on the nose which makes it 100% varietally correct. It smells and tastes of cool-climate terroir and if you enjoy simple but likable citrus melon snap pea and bell pepper characteristics this has it. Good by the glass or by the bottle.,Chile,Sauvignon Blanc
Quite woodsy and mossy on the nose. The palate is actually pretty juicy and fresh by comparison with plum and cherry flavors. The mouthfeel and tannins however are a bit raw and firm so to avoid the evil clamp down we strongly suggest drinking this wine with food.,Chile,Cabernet Sauvignon
Aromas of tree bark cola mushroom and black olive get this Cab going while on the palate it keeps that savory-over-fruity character by showing meaty mildly herbal flavors. It's full a bit tannic and grabby. But overall it has an honest feel and integrity.,Chile,Cabernet Sauvignon
The bouquet smells like spiked fruit cocktail and in the long run what's wrong with that? The palate is open and fairly easy with a touch of kick pushing citrus tropical fruit and even some mineral notes. A more citrusy and fresh style of Viognier with 15% Chardonnay.,Chile,White Blend
Thick raisiny and a heavy on first take with meaty aromas. Feels jammy and soft but the middle layers aren't well defined. Tastes dark and sweet with fig prune and lemony oak. Bulky but struggles to reach a higher plane.,Chile,Syrah-Cabernet Sauvignon
